lit_id,paper_id,batch,source_file,anchor,verbatim_quote,row_type,mechanism_type,testability,external_claim_numbers,status
0f9a5ac94dd278b8cd030e7922efcda70e8bbb3bd5ee10a30223c03e4b18922e,A7,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:200,- **简介**：agent 记忆机制的系统性综述：记忆的写、管、读操作分类学，是记忆路线的全景图。,简介,综述参照,,,
6bd2d8ab274883902ebcb3ca8f7e959c68dabcd655aaa37781d638bb8a059857,A7,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:201,- **落地**：`T3`。**实际用途**：雷达分类学的参照框架。,落地,综述参照,N,,
1f9c6687bb3827880a5831608b9944bc2effbcbfd52ab8ae080da61ca911fcb8,A1,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:12,| MemGPT/Letta (2310.08560) | 主上下文/外部存储分层，LLM 自编辑记忆 | ✅ 已吸收：三级加载 + 常驻预算制（D-003） |,雷达判定,A派-分层记忆OS,Y,,
d6c6a4c987bbe226dfc0a756f445f89bc58b3de49f031113e3cd9a8f3ae8a735,A14,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:13,"| MemoryOS (2506.06326) | 短/中/长三级记忆 + 热温冷存储池,更新策略模拟 OS 页调度 | ✅ 已吸收等价物：trajectories(冷)/条目(温)/soul+_index(热) |",雷达判定,A派-分层记忆OS,Y,,
13ddee5d95e9eed5c5a151db4c92ae8a5474bc227c2c09fc675ce0f77017b01a,A16,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:14,| MemOS (2507.03724) | 记忆为一等 OS 资源；MemCube 统一内容+元数据（来源/版本） | ✅ 已吸收：schema v3 元数据（来源/置信度/状态） |,雷达判定,A派-分层记忆OS,Y,,
34d9b1fcba702a6efa334bac5ef18d1119750aec7b55ea4fdf51fb3028d077bc,A12,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:19,| Mem0 (2504.19413) | 抽取→整合→双写（向量+图）；省 90% token、91% 延迟 | ✅ 部分吸收：wrap-up 的抽取/去重/合并纪律 |,雷达判定,B派-管线抽取,Y,90%；91%,
5660b2a9aab940259b3642875d8783d22d8f5dd5331b5e217f846aeee914a9a2,A19,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:20,| Memory-R1 (2508.19828) | RL 训练记忆管理器：ADD/UPDATE/DELETE/NOOP + 检索蒸馏 | ⏸ 观察：思想已用（wrap-up 六步即手动版管理器）；RL 不适用单人库 |,雷达判定,B派-管线抽取,N,,
e5b1d402443851ba7f5eca9d37c6634548895348b79ef230304b1f4e2ebd409a,A27,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:21,| MemInsight (2503.21760) | 自主挖掘属性标注增强记忆 | ✅ 已吸收：关键词/置信度字段即属性标注 |,雷达判定,B派-管线抽取,Y,,
ae38b31b874812023cfdaae1e5bc377480650d105e445436b7fa0c7ed0761d77,A8/A9,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:26,| HippoRAG 1/2 (2405.14831/2502.14802) | 海马体索引理论：PPR 扩散激活 + 段落整合；非参数持续学习 | ✅ 已吸收：search_knowledge 邻居一跳折半 = PPR 简化版 |,雷达判定,C派-图/联想检索,Y,,
adbdc3cc1074ce619cc18749f393d808219fb8f09c1c70dec90afbbe7c97c9e6,A11,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:27,| Zep/Graphiti (2501.13956) | 时序知识图谱：双时态（事发/入库）、有效期、边级语义 | ✅ 已吸收：状态字段（active/superseded）+ 双日期；图引擎不引（规模不到） |,雷达判定,C派-图/联想检索,Y,,
c231cd4248410a1e4257f29f59ab302841f5f0a4150f647be2d6350bf5a5bb11,A15,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:28,| G-Memory (2506.07398) | 三层图（洞察/查询/交互）管多 Agent 记忆 | ⏸ 不适用（单人单 Agent），多 Agent 协作时重评 |,雷达判定,C派-图/联想检索,N,,
31de818c73d7fde1be6e6f41eb0fd6583b7c7e9eace488f56182685ed810ebcc,A4,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:33,| CoALA (2309.02427) | 统一框架：工作/情景/语义/程序记忆 + 决策循环 | ✅ 已吸收：六类映射（D-004）的理论底座 |,雷达判定,D派-认知架构/反思,Y,,
c2a10223c4dd10ad67c783ed3ffd4b2a1d566b5a58373b331196c02dc07aa25c,A2,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:34,| Generative Agents (2304.03442) | 记忆流 + 反思合成 + 三因子检索 | ✅ 已吸收：reflect 技能 + task-start 三因子 |,雷达判定,D派-认知架构/反思,Y,,
236cbde4bc5285ed747acab3b9a92d55b7520364583fdd2fe883b6d3dc57d4d0,A10,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:35,| A-MEM (2502.12110) | Zettelkasten 卡片盒：动态链接 + 记忆演化 | ✅ 已吸收：[[]]双链 + wrap-up 演化回扫 |,雷达判定,D派-认知架构/反思,Y,,
bc6ae8d98fcfc251e231c571f9849299215667078ce751f13f02b6ad80551c35,A3,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:36,| Reflexion (2303.11366) | 失败后语言化自省存入情景记忆，下次重试参考 | ✅ 已吸收：pitfalls 强制根因分析；可加强：任务失败时显式写「自省段」入 trajectory |,雷达判定,D派-认知架构/反思,Y,,
ad0e54416ee03acd7ecf1886ce861b72bfb8a290861ffbc1f1623bfecd8141a9,A6,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:41,| MemoryBank (2305.10250) | 艾宾浩斯遗忘曲线管理记忆强度，日总结链 | ✅ 已吸收：30 天未验证归档、12 个月冷处理 |,雷达判定,E派-生物启发/遗忘/睡眠,Y,,
55f66cba6590a37e55585f69f6a313bad52462416ed86d7b0cb35f4912ef5c41,A20,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:42,| LightMem (2510.18866) | 三级睡眠时记忆更新（感官/短期/长期），百万 token 下省 10-12x LLM 调用 | ✅ 已吸收：月度睡眠整理报告（cron） |,雷达判定,E派-生物启发/遗忘/睡眠,Y,12x,
b16aa7d22785c423163cf9d60527ae700080298faeae4f278e2286dd0c93c766,A13,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:43,| Sleep-time Compute (2504.13171) | 空闲期预计算上下文，省 5x 测试时算力 | ✅ 已吸收：cron 提前产出整理建议 |,雷达判定,E派-生物启发/遗忘/睡眠,Y,5x,
9d90a97896e4d1f6c99ecd97e7d62e906e755af33e55b3a3049fcf455aa30a95,A17,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:48,| MemAgent (2507.02259) | RL 训练固定长度记忆分页处理 3.5M token，95%+ 针叶级精度 | ⏸ 不适用（无超长上下文推理需求）；做长文档问答时重评 |,雷达判定,F派-长上下文压缩,N,95%；3.5M,
53523d371de94d11f0774fa65d76bf61423f4192b09a4b95e2260d7d28b22f1b,A26,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:53,| Letta Memory Blocks (docs.letta.com) | 记忆=可编辑 block（persona/human），自编辑+心跳 | ✅ 已吸收：soul/SOUL+USER 即 block 化 |,雷达判定,G派-产品实践,Y,,
d25db7b8345c058a48248295339f27f01d22d142ef4b2b330120c5ff1689af92,A26,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:54,| OpenClaw (docs.openclaw.ai) | SOUL.md/USER.md/AGENTS.md/HEARTBEAT.md 个人助理套件 | ✅ 已吸收：SOUL/USER/AGENTS + 月度 HEARTBEAT（cron） |,雷达判定,G派-产品实践,Y,,
744bb7262eec4ea762d0a4dd2dceba689ba1b2d51e2fca0dea8dd8f06c8608ec,RADAR-X1,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:55,| Anthropic memory tool (platform.claude.com) | 客户端持久记忆目录 + /memory 工具 + context editing | ✅ 已吸收：文件库即客户端记忆；compaction 原则进 D-003 |,雷达判定,G派-产品实践,Y,,
6d6cc5a46c135264ad0d6e1018eed7de91cbac775829f5c151bb47425e7b2aaa,A28,雷达综述,knowledge/references/sota-memory-radar.md,knowledge/references/sota-memory-radar.md:56,| Manus 上下文工程 (manus.im blog) | KV-cache 命中率优先、append-only、掩蔽代替移除 | ✅ 部分吸收：trajectory 只追加即 append-only |,雷达判定,G派-产品实践,Y,,
2a01a20b53cb843578bb03b1d3a158f82fffaf83a0dafce1eb936bca1d95f5e9,A14,旧33,库调试工作区/citations.md,库调试工作区/citations.md:16,教训纪念碑：v2.x 标题与作者皆错；勿与 PyPI MemoryOS(=MemTensor MemOS) 混淆,题录自注,A派-分层记忆OS,N,,
c4399a023be182e9b74a1a15d55df0a9e8339dc6df94ebe2559f1c5f1caafe42,A16,旧33,库调试工作区/citations.md,库调试工作区/citations.md:18,一作非 Wang；MemCube=明文/激活/参数三类记忆,题录自注,A派-分层记忆OS,Y,,
d87356053fa054235148b2c9564864fca000e6734090d558e9d5751f3a5297c8,A17,旧33,库调试工作区/citations.md,库调试工作区/citations.md:19,机制=分段读取+固定长度记忆覆写（勿写『分页』）,题录自注,F派-长上下文压缩,需权重访问,,
00c38cb078eb60b2e5ee81ef885b827a2e2d782fbe25da87e0f3391124f47f1b,A21,旧33,库调试工作区/citations.md,库调试工作区/citations.md:23,术语=objective hacking(非 reward hacking)；Appendix F Node114 删特殊标记绕过幻觉检测；处方=豁免+锚定+对变异引擎不可见,题录自注,自进化/自指,Y,,
4d6834aaba1ea88fcb5689f3a029508a42d0a0c470d43bb35f60f69cd2adfb22,A22,旧33,库调试工作区/citations.md,库调试工作区/citations.md:24,编号注记：本条为 A22（早期版本曾误占 A28）,题录自注,自进化/自指,N,,
a359bfad214bc109ed08e7a62436b463be760b41c17dc19ac9bf708226d97b31,A25,旧33,库调试工作区/citations.md,库调试工作区/citations.md:27,Anthropic《Effective context engineering for AI agents》为引用方，归属不得再错,题录自注,上下文工程/技术报告,Y,,
66f7c005b7144736afdd0b3b580a5daf749c8eb0634081cb5f0fc7bfa49d2b5d,A27,旧33,库调试工作区/citations.md,库调试工作区/citations.md:29,计入 arXiv 口径，勿漏算,题录自注,B派-管线抽取,Y,,
f24ae6c6642a58061c93fcacb5e23bbe481e2fb034411fbfa0d54193433e2718,A28,旧33,库调试工作区/citations.md,库调试工作区/citations.md:30,doc 型（非论文，无 arXiv 编号）；早期版本曾把本编号误配综述,题录自注,G派-产品实践,Y,,
a1007b84132fb24de6bfdc6cf0827735cebd1827d9d566a1a20b03d55c288051,A31,旧33,库调试工作区/citations.md,库调试工作区/citations.md:33,初版 1994（G.P. Putnam's Sons）；1996 为平装年版,题录自注,认知科学经典,Y,,
f757f85b70ac982ec4f7a245f761580b4e11445e31ba97854e20a0481f23265d,A33,旧33,库调试工作区/citations.md,库调试工作区/citations.md:35,L9 情绪系统实际使用者，v3 补齐（v2.x 缺第五项理论）,题录自注,认知科学经典,Y,,
8e102ffd2441d0535457e7d3381e7c0f599369c3512265dc4812e99be5df7a22,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:20,- **题录层质量高**：24 个 arXiv 编号与 REGISTRY **逐一比对全部一致**，无一错号；A14 的 DOI/会议、A21 的 Appendix F 等硬信息对得上。,核对结论,题录核对,,,
1c398bd9b6fab021d4f7a438a2191ad9e646109e9e67a30e56b3d6d30d915201,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:21,- **但总表自身不完整**：正文只有 **31 条**，**漏列 A4（CoALA）与 A10（A-MEM）**，附录统计却按 A1–A23 全算成 33——而 A10 恰恰是 L3 档位「演化版(A-MEM)」的驱动文献。,核对结论,题录核对,,,
4d7ce577f77998eb9fff961e2ceeb6db99526fcb7f4d572e5827987cb10ec48d,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:22,- **实现层 33 条分布**：T1 代码层 **9**、T2 内容体层 **9**、T3 参考挂账 **6**、**T4 名实不符 9 条（占 27%）**。,核对结论,题录核对,,27%,
b10d48ea4befd4b53db18f79dff7413fe320ee9f1ad608121e5e54815b3c15d7,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:23,- **最严重的一条断裂**：总表 A24/A29/A32/A33 所依赖的 L9 内容体 `constitution-bca`（BCA 公理+验收三件）、`dmn`（DMN）、`dual-memory`（CLS 双速率/情绪重排）、`goalstack`、`instrumentation`、`scripts` **不在 L9 的 MODULE_MAPPING 交付前缀里——install L9 ,核对结论,题录核对,,,
27801695af2be5cf4005c1584c8324a67ea24ebc398dcf6417ae54c8e3906b0e,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:37,"| B1 | **总表正文漏列 A4、A10**（31 vs 声称 33），附录计数仍按 33 | 正则提取 `^### A\d+` 得 31；差集 = {A4, A10} |",核对问题,题录核对,,,
2a617ca6c4b18072c3a1bbbaec38fd4a14665b01c56d93fb19d046e90a7b46de,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:38,"| B2 | 总表标注数据源「bootstrap_v3.8.2」，代码 `VERSION=""3.8.1""` | 总表 L3 vs 源码 L20（前轮审查 P2-21） |",核对问题,题录核对,,,
c82d2567042f7755ac1abd764c1d0f99de3fc8932d08433f3b257d56a24fa42a,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:39,| B3 | A29/A31/A32 标题形态与 REGISTRY 不同；**A31 最实质**：总表用书名 *Descartes' Error*，REGISTRY 用「The Somatic Marker Hypothesis」——简介讲的是假说，建议「假说名（书名）」并列 | 三轮比对输出 |,核对问题,题录核对,,,
ff8a44a90717c65b44b621213b861d15f7e0577321c9e9b595c21161e509b212,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:40,| B4 | **作者信息反向漂移**：A20（Jizhan Fang 等/zjunlp）、A27（Rana Salama 等/AWS）、A25（Hong & Troynikov/Chroma）的作者只存在于总表，REGISTRY 无字段。总表自称由 REGISTRY 渲染（公理 A），实际反向手工补过且未回灌 SOURCES | REGISTRY 对应条目无 authors 字段 |,核对问题,题录核对,,,
1495ced4add4eb05e0ddae04371a602400b6ce5be8a0696bcacdcad899999c00,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:41,| B5 | **艾宾浩斯归属错位**：TUNABLES `review_intervals` 的 source 写「A2 Ebbinghaus」，但 A2 是 Generative Agents，引入艾宾浩斯曲线的是 **A6 MemoryBank**；且全文内容体「艾宾浩斯」0 命中 | 源码 L89；bodies grep |,核对问题,题录核对,,,
b72c2bf8274da8bf35a0fce8bf0175f75d95d89cd5c66529acb5aa064d8c9638,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:42,| B6 | A28 用途引用「发布纪律参照（12.4）」——章节号 12.4 在代码与 132 个内容体中 **0 命中**，死引用 | grep 全库 |,核对问题,题录核对,,,
8b3f0c0f85f9477a22f866a93608ea82f79de802983420aaa3f2d450a8b377ff,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:43,| B7 | A18 提到「六类记忆映射表（D-004）」——D-004 在代码与内容体 0 命中，查无此件 | grep 全库 |,核对问题,题录核对,,,
493cbeb18fe81fd2a521a1d4dc56b7505724f43c7209f479cdb716321681169b,核对-总表,旧33,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md,library-bootstrap-v3.0/review-20260908/论文实现核对报告.md:87,"**计数**：T1（含弱/部分）= A2,A6,A8,A11,A16,A21,A25,A27,A31 → **9**；T2（含弱）= A1,A3,A10,A13,A20,A23,A26,A28,A30 → **9**；T3 = A4,A7,A9,A15,A17,A22 → **6**；T4 = A5,A12,A14,A18,A19,A24,A29,A32,A33 → **9**。",核对结论,题录核对,,,superseded-by-patch（S2:11 v3.8.2/L9-DELIVER 后 A24/A29/A32/A33 改判）
640ccb85e9fb154d6936f6f07ec35742d130141fe48891a7c7eb04e2c0c7d848,A1,旧33,引用论文总表.md,引用论文总表.md:14,- **库中用途**：L1/L4 的主上下文-外部存储分层与自编辑记忆。,原版用途,A派-分层记忆OS,Y,,
0a15fecf71b04a02ddfd5185f81624d3c5bf773544db16934be8a4fe0b2bc789,A14,旧33,引用论文总表.md,引用论文总表.md:20,- **库中用途**：trajectories 冷区 / 条目温区 / soul 热区的热温冷存储与页调度；索引热度逐出。,原版用途,A派-分层记忆OS,N,,
266d206ce6ab2a843e7f9204eabdfdbdc2bdc93d663138562f155553c8845e5a,A18,旧33,引用论文总表.md,引用论文总表.md:31,- **库中用途**：六类记忆映射表（D-004）与 Knowledge Vault 缺位决策（铁律 5 密钥不入库）。,原版用途,A派-分层记忆OS,Y,,
496dd04fe1265ed3d3982f684840d6fb59facd0239b5e6760fdfc9cd1cd0238e,A12,旧33,引用论文总表.md,引用论文总表.md:36,- **库中用途**：wrap-up 的抽取/去重/合并纪律。,原版用途,B派-管线抽取,Y,,
15a3a90346ad1528138063ecb28267e5bba31863e5c0bb16f3456d3b0f924370,A8,旧33,引用论文总表.md,引用论文总表.md:60,- **库中用途**：L2 扩散激活检索的理论原型。,原版用途,C派-图/联想检索,Y,,
bdfb8b086d647bcf67fc10f2522d6992f01f2cc92a895eb89bb8abe0dc96eba3,A5,旧33,引用论文总表.md,引用论文总表.md:102,- **库中用途**：技能固化层（skill = 可执行 + 描述 + 复用）。,原版用途,D派-认知架构/反思,N,,
3d31f7fc1f25853ac76eb5e01c184bc6aed46e1d5bcd0b5864e5f9126483cac0,A19,旧33,引用论文总表.md,引用论文总表.md:119,- **库中用途**：wrap-up 六步中记忆操作的思想来源。,原版用途,B派-管线抽取,需权重访问,,
