claim_id,experiment_id,iv,exp_open_hyp_count,quote_head
5c57abad8b72d5f5b41329dc017a0aabeef61618e4e4461c17eff15cf5e5d7e2,SIM-E133,0,1,"""审计×幅度""交互 44 种子复验**（本地 E133/E129 方向一致但单点不显著，scale 3.0 补 44 种子"
5e974544107cd8bc8acbb6468bb79d1deb8605db2078be2de739512c679cde42,PART2-H-R12-1,0,1,"平坦世界梯度单调律在两套扰动边界下（A 套：低<0.05/中[0.05,0.30)/高≥0.30；B 套：低<0.15/中[0.15,0.7"
5f06832bda80f7bc6ef4df2b32b5c7aad7decb8db6414fcf0d4aa018cc060898,DS-H1,0,1,gated 自演化 > static 静态库：审计真值集上的检索效用 ΔU_audit 显著为正 | clean/stale/dup-dri
68c741c92f590fb1bd0579c92ab652c730f1e88d7509d42cab22e67ab3ecd2de,PART2-H-R10-2,0,1,陈述：平坦世界同排序成立。
6984dd565141f80e1dcc727eacb61a7ddb92e32e26e91a897bdf9471f7a6a06e,SIM-E84,0,1,"探针集若可被系统影响，审计就不再是""外部标尺"
6a638a0e06178be238c638a05ef720ec00926bc1bf84d775725d08f45722b7b3,SIM-PROTO,0,1,全部 125 个实验的 judge 都是人工加权函数 |
6ae6586c56eca2d0e10e7876cb4446150cc3fefe9bf4167b003b9118588440be,PART2-H-R1-3,0,1,各 run 总收益（末代−首代 train_U）中，第一次采纳的 Δ 贡献占比中位数 > 0.5。
79bbdb979a974f3a5670a52771ab243e1fe109b3ce1e912c4d62bfcd0acfc4a8,DB-T2-1,0,1,覆盖 ≥.97 且质量代价 <0.02 的最小 ε 存在且方式间分层显著 → SUPPORTED；质量代价随 ε 线性上升无拐点 → 探索是
7a5085da290d44715291001cebf65c9ecaa2412663efb7870c5f959565cace71,REAL-X6a,0,1,①能进 top-5 的伪特征若弱于金标词法优势，无法伤害审计；②若强于金标词法优势（w_f1 > w_kw），它在训练侧同样把金标抬得更死，
7f5c7007aa15caaccedcef1dc2944d95f908fb9cf423a39f27b6838a3b6e0201,PART2-H-R5-1,0,1,前 5 代 OLS 斜率符号与总收益（末−首）符号的一致率 ≥ 0.80。
8136d631cc7a280adc0fec3977ca8fd395f6fc8195206340df02251d893d0978,DS-H4,0,1,实测 importance 优于自称 importance：按实测采纳率排序的 top-10 真实质量 ≥ 自称排序 ×1.2 | spur
89bad7cc6a554acccea697a91ca51ea6624c8e78ea8c14c5fd671e2e66fa10e3,DS-H9,0,1,≥3 种危险同现时，修正架构也不可靠（净效用可转负）——如实记录为已知边界 | composite(stale+spur+switch) |
8fde9a0b6d927179cbecd1ba465184cd6ce643f8f237b17691db40b523d24809,SIM-E46,0,1,若整个库都是冷的（冷启动整体），结论可能反转。本实验未测该场景。
95fc85c9fb64c893e6e504b57cb8dc5d77cde224ce6eee67165c452278740254,PART2-H-R12-2,0,1,默认带（0.1/0.5）下两世界事件池化后严格单调且各带 n≥30（mid 池化后 n=85+18=103 跨过守卫）。
9c153c2f60606c08f404ed8e02c44a914b58116440fded0f32fc3ac3dd8e17c1,PART2-H-R2-1,0,1,假采纳率（dtrue≤0 的采纳占比）随 σ 单调上升，且 rate(σ=0.02)<0.05、rate(σ=0.10)>0.20。
a1a2b9317582db2839de0219bc461d6e16cca9ba0b6280842c1290a85bcbb9ee,SIM-E82,0,1,真实系统能生成的任务是无限维的，实际损失可能远大于此
ae27801e20bb86e36c034243bbda8cf269d4f5f3f1b1256ac3ef190c8378353e,CB-HANDOVER,0,1,"当前固定 300 条目、120 查询。报告 E23 的""样本复杂度 ~ 维度""关系未验证。"
b1d85ff64c63054d6531517a1d3855bda9b2f7c0dae7cb3c88452e70efd3de0e,DS-H10,0,1,漂移可检出、干净零误报：judge 漂移注入后 ≤6 代检出；干净环境连续 30 代零误报（阈值 0.85） | drift-probe |
b5386abc26368a1f1b3fa6ad87183c9a04ef0b2a007335962c34242cbbc846f4,DB-T1-1,0,1,"主题保有 ≥18/20 且 sd ≥.15 的最小 (r,ε) 组合存在且边界单调 → SUPPORTED；任一方向加强反而恶化（非单调边界"
bf2ce4a78bb89cefb443425dac2fd92e48c3f15283e986066f421806e09bb747,PART2-H-R3-1,0,1,single 臂 retention_A 均值 < −0.10（切换后 A 能力显著掉落）。
c0fbc0ed003c521bd83a16310f831eb6b868761231a1079c927ede6ea8bd77db,SIM-E111,0,1,corrupt=0.6 与 1.0 的结果几乎相同**（+0.1155/+0.1420），说明我的污染建模可能在 0.6 以上饱和，真实失效
c81e353aac9fb308b9d084219e14b8547c1613746da868e5b73017eec4765103,SIM-E119,0,1,"""写入质量""是外部指定的参数，而真实系统的写入质量是内生的"
c8f9110280e2ce678880e6ccdd15a08d6a4da40de8e55805f0feed773d9e32be,DS-H6B,0,1,所有 in-place 改写尝试 100% 被拒；gated 引擎自身 0 次尝试
d12d588e2a76d2e1823f43f0e67a3158716220dcba66a4d49fa1917ba66b3338,PART2-H-R9-2,0,1,尖峰世界两阶段假采纳率 <0.60（单阶段 0.7628 显著下降）。
d3002452da2fb5a13bbfe3b96172b9ac95a4b4d8c3d03b92dd6e3f98e8ca32be,PART2-H-R1-1,0,1,x2_clean 全部采纳事件（promoted=1 且前代分数存在的代）中，假采纳（Δ=train_U(t)−train_U(t−1) ≤
d74e42270e4dee4e548b55321894da90c3e0ffe4f1a859840df9c868a4c73770,SIM-R27,0,1,本轮所有数字仍来自玩具世界**（60 条目）。真实系统的方差结构未知，sd 可能更大
f18d47a67258256e827e895f30e90c4cc27dc40f4ba702b81d71760b887129ba,DS-H8,0,1,注意力预算存在门槛：效用/成本随预算增长先负后正，存在阈值 B*；预算 < B* 时演化净负
f48ce919eeb7c32610d09540c26d2a287c4ffc83b60050b6d638560377f9b06b,SIM-E94,0,1,v4-A 在这里（+0.037）比在 E92 的单一污染世界（+0.0127）**更好**。这看似矛盾，但可解释：E94 的漂移会被盲评+审
f4fe70750648f41fc1cc0f843acb8790724fa9bf7e860092fdd0e065c73390b4,PART2-H-R9-1,0,1,尖峰世界两阶段终值 <0.40（=单阶段 0.3508+0.05 占优带下限之外）——发现依赖荒漠随机游走，压假采纳压发现。
f9ffa6b60d1770c828f0db5ec36b2636836c66923a2ad2aa2e3cd9f7d0e194b4,DS-H2,0,1,裸演化（bare）自我报告膨胀：训练集收益 ≥ 3× 真值收益；存在种子真值倒退 | spur-surface/clean | gap = 
