T3-1159	诺斯菲完成两节真正魔法咏唱	incantation_我于此弃旗 | incantation_世界(你)的祝福已然无关紧要	话:326 再次 / block_id 7373md-0045
T3-1160	次元魔法Distance Mute抽取涡波魔石	incantation_Distance Mute	话:327 错识(认贼作母) / block_id 7373md-0050
T3-1164	涡波技能《???》真面目	incantation_异邦人(???)/素体(???)	话:第327话 错识 / block_id 7373md-0053
T3-1165	涡波示以人生咏唱唤起拉古涅初心	incantation_逐幻之幻	话:第328话 自那日以来一直 / block_id 7373md-0055
T3-1174	星之理与水之理之理开战	incantation_我为逐幻之幻 | incantation_甚而无法存在于世界之中	话:332 / block_id 7373md-0079
T3-1177	诺斯菲以奉代之力达不老不死	incantation_诺斯菲第三节咏唱	话:333 / block_id 7373md-0090-0092
T3-1180	光之御旗集结群雄反转对血之理	incantation_Light | incantation_Light Field | incantation_光之御旗Nosfy·Flag | incantation_Light Mind | incantation_Flame Light | incantation_Sehr·Wind | incantation_Tauz Schuss·Wind	话:334 / block_id 7373md-0093-0099
T3-1181	诺斯菲光之御旗现身救场	incantation_LightRod | incantation_LightArrow | incantation_光之御旗(NosfyFlag)	话:第334话 旗手 / block_id 7373md-0093
T3-1184	共鸣魔法Flame Light焚血河	incantation_共鸣魔法FlameLight	话:第334话 旗手 / block_id 7373md-0099
T3-1186	光矢破城门前大桥斩城门	incantation_光矢布里欧纳克(Light Arrow·Brionac)	话:334-335 旗手/第二回合 / block_id 7373md-0100, 7373md-0101
T3-1188	共鸣守护炎围困法芙纳突围	incantation_共鸣魔法Flame Arrow·守护炎	话:335 第二回合 / block_id 7373md-0106, 7373md-0107
T3-1189	斯诺全力龙化迎战怪物格连	incantation_龙之咆哮/龙之风(Dragon·Ardor)	话:335-336 第二回合/阶梯 / block_id 7373md-0107, 7373md-0108
T3-1194	真正魔法代而亡逝光使涡波复活	incantation_代而亡逝之光(NoLife·Nosfy) | incantation_次元魔法Distance Mute	话:341-342 光/反狱六十 / block_id 7373md-0135, 7373md-0136
T3-1195	诺斯菲化光成第六十试练守护者	incantation_第六十之试练(光)	话:342 反狱六十 / block_id 7373md-0144, 7373md-0145, 7373md-0146
T3-1204	镜之穹顶与许博之变革	dimension_次元决战演算(先谭) | celestial_garden_幻转大天体	话:第345话 第六十之试炼『反狱』 / block_id 7373md-0159~0163
T3-1205	萤唱对峙映月流光互代	inverted_lagunequalia_逆映湖月梦之咒 | nolife_nosfy_代而亡逝之光	话:第345话 第六十之试炼『反狱』 / block_id 7373md-0165~0166
